cluster,fgf1_day,fgf1_comparison,grouping,cells_a,cells_b,hub_node,hub_node_name,terminal_names,term_size,query_size,intersection_size,p_value,gene_ids,
600,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0001906,cell killing,negative regulation of leukocyte mediated cytotoxicity,252,156,11,0.000609750258663716,Cx3cr1; Nckap1l; Syk; Ptprc; Vav1; Tgfb1; Ncf1; Havcr2; Lyz2; Spi1; Ccr5
601,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0010563,negative regulation of phosphorus metabolic process,negative regulation of protein phosphorylation,420,425,23,0.000664877817720878,Ptprj; Nckap1l; Ptprc; Bmp4; Lyn; Tgfb1; Sirt2; Ptpro; Sema4d; Lilrb4a; Lrrk1; Pdgfb; Smad7; Srcin1; Pde4d; Cnksr3; Eng; Mapt; Pdcd4; Prkch; Dbndd2; Ppp1r16b; Ubash3b
602,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0072001,renal system development,NA,358,895,32,0.00106714929119056,Bmp4; Hpgd; Tgfb1; Tgfbr1; Il6ra; Cfh; Ptpro; Mme; Npnt; Pdgfb; Smad7; Prickle1; Gcnt1; Timeless; Nrp1; Six1; Sulf2; Id3; Sox4; Mef2c; Pdgfd; Angpt2; Gfra1; Lgr5; Epha4; Cenpf; Angpt1; Greb1l; Schip1; Hes5; Kirrel3; Rarb
603,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0032409,regulation of transporter activity,positive regulation of ion transmembrane transporter activity; regulation of cation channel activity,305,921,29,0.00182957082545597,Bmp4; Ctss; Oprm1; P2ry6; Plcg2; Ptk2b; Trem2; Cttnbp2nl; Pde4d; Cnksr3; Reln; Kcnc2; Mef2c; Ank3; Actn2; Hcn2; App; Dmd; Snca; Rasgrf1; Pde4b; Vmp1; Casq2; Kcna1; Ephb2; Fgf13; Atp1b3; Hecw2; Myo5a
604,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0072593,reactive oxygen species metabolic process,NA,238,187,11,0.00211125113559406,Syk; Fyn; Vav1; Tgfb1; Ncf1; Itgam; Sirt2; Hk2; Plcg2; Ptk2b; Tgfbr2
605,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0043491,phosphatidylinositol 3-kinase/protein kinase B signal transduction,NA,218,634,19,0.00255707079875517,Cx3cr1; Ptprj; Aim2; Tgfb1; Bank1; Tgfbr1; Pik3cd; Pik3r5; Pik3cg; Rapgef1; Eng; Pik3r3; Nrg1; Rtn4; Ccl12; Plekha1; Pik3c2b; Myoc; Rictor
606,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0006029,proteoglycan metabolic process,NA,97,932,15,0.00269702275638998,Man1c1; Btk; Hexb; Hyal4; Chst8; B4galnt3; Sulf2; Chst3; Hs3st1; Chst9; Bmpr1b; Chsy3; Spock3; Chst7; Xylt1
607,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0051235,maintenance of location,release of sequestered calcium ion into cytosol,378,175,13,0.0028398476309583,Capn3; Ptprc; Lyn; Gp1bb; Tgfb1; P2ry6; Hexb; Trpm2; Hk2; Ccr5; Itpr2; Plcg2; Ptk2b
608,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:1902075,cellular response to salt,NA,211,319,13,0.00352730604528623,Capn3; Fyn; Oprm1; Rgs10; Lgmn; Trpm2; Plcg2; Mef2a; Pnpla3; Large1; Kcnq3; Slc1a1; Prkcb
609,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0046849,bone remodeling,regulation of bone resorption,100,303,9,0.00443035762689659,Tnfrsf11a; Inpp5d; Syk; Csf1r; Ctss; Tns3; Ptk2b; Lrrk1; Mitf
610,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0046777,protein autophosphorylation,NA,236,129,9,0.00478880095918266,Syk; Ptprc; Csf1r; Hck; Fyn; Lyn; Btk; Rap2a; Tgfbr1
611,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0008037,cell recognition,axonal fasciculation,149,711,16,0.00500306551679264,Dock8; Havcr2; Dock2; Sema5a; Trem2; B4galt1; Nrp1; Rtn4; Adam18; Arhgap35; Dscaml1; Ncam2; Dscam; Cntn2; App; Epha4
612,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0099612,protein localization to axon,NA,11,642,5,0.00685132813371125,Nfasc; Ugt8a; Ank3; Cntn2; Epb41l3
613,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:1990806,ligand-gated ion channel signaling pathway,NA,39,880,9,0.00795527374108211,Ptk2b; Plp1; Grid1; Gria4; Grik2; App; Grid2; Gria2; Grik1
614,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0040013,negative regulation of locomotion,NA,350,548,22,0.00800119782740081,Cx3cr1; Ptprj; Tgfb1; Rap2a; Plxnb3; Srgap2; Zeb2; Tmigd3; Sema4d; Mitf; Sema5a; Eng; Mctp1; Nrg1; Nrp1; Tmeff2; Frmd5; Arhgdib; Ccl12; Sp100; Nav3; Mef2c
615,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0045778,positive regulation of ossification,NA,59,730,10,0.00849485855803749,Csf1r; Bmp4; Fbn2; Slc8a1; Mef2c; Tacr1; Tent5a; Ptpn11; Bmpr1b; Nell1
616,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0050673,epithelial cell proliferation,NA,487,758,33,0.00849913992685528,Bmp4; Tgfb1; Ncf1; Btk; Plxnb3; Tgfbr1; Rps6ka1; Iqgap3; Pik3cd; Zeb2; Mki67; Nupr1; Cask; Fa2h; Cdk6; Pdgfb; B4galt1; Gata2; Eng; Ppp1r16b; Lims2; Rtn4; Six1; Ccl12; Sulf2; Mef2c; Tacr1; Rictor; Lgr5; Trp63; Cdh13; Rasgrf1; Id1
617,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0050890,cognition,memory,358,896,30,0.00918815865896764,Cx3cr1; Ptgs1; Specc1; Lgmn; Large1; Mme; Slc1a1; Trem2; Tnr; Pde4d; Reln; Mapt; Gatm; Nrg1; Slc24a2; Mef2c; Sgk1; Tacr1; Cntn2; App; Brinp1; Slc8a3; Dgki; Csmd1; Adcy8; Ephb2; Fgf13; Gabrb3; Pde8b; Chl1
618,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0030865,cortical cytoskeleton organization,NA,52,850,10,0.00986188758050613,Nckap1l; Epb41l2; Iqgap3; Epb41; Ect2; Epb41l3; Anln; Pls1; Fhod3; Iqgap2
619,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0046058,cAMP metabolic process,NA,23,890,7,0.0143546746455863,Pde4d; Adcy10; Adcy8; Pde4b; Pde8a; Pde10a; Pde8b
620,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0034103,regulation of tissue remodeling,regulation of bone resorption,75,44,4,0.0152097287553642,Tnfrsf11a; Inpp5d; Syk; Csf1r
621,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0030214,hyaluronan catabolic process,NA,19,184,4,0.0165804148622678,Tgfb1; Hexb; Hyal4; Hyal5
622,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0050817,coagulation,regulation of platelet activation; platelet aggregation,185,300,11,0.0176128454608141,Ptprj; Syk; Lyn; Gp1bb; F11r; Il6ra; Cfh; Fermt3; Lilrb4a; Pla2g4a; Pdgfb
623,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0007599,hemostasis,regulation of platelet activation; platelet aggregation,186,300,11,0.0185366511423488,Ptprj; Syk; Lyn; Gp1bb; F11r; Il6ra; Cfh; Fermt3; Lilrb4a; Pla2g4a; Pdgfb
624,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:1990778,protein localization to cell periphery,NA,380,921,31,0.0190909258045961,Fyb; Abi3; Tgfb1; Nfasc; Epb41l2; Rap2a; F11r; Cask; Large1; Ehd4; Slc1a1; Pacs2; Trem2; Epb41; Bbip1; Ank3; Sytl2; Epb41l3; Pid1; Actn2; Kcnb2; Dpp6; Gnai1; Rapgef4; Lgi1; Ephb2; Pls1; Fgf13; Atp1b3; Dlg2; Myo5a
625,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0016311,dephosphorylation,NA,331,435,18,0.0194822787961983,Inpp5d; Ptprj; Nckap1l; Ptprc; Tgfb1; Dusp15; Tns3; Nuak1; Ssh2; Ptpre; Ptpro; Sema4d; Npnt; Cttnbp2nl; Ppp1r16b; Ptpn20; Ubash3b; Ppm1h
626,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0046456,icosanoid biosynthetic process,NA,50,263,6,0.0200556575461212,Syk; Ptgs1; Ltc4s; Tbxas1; Hpgds; Pla2g4a
627,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0071216,cellular response to biotic stimulus,NA,355,160,11,0.0215437408057888,Cx3cr1; Ly86; Syk; Cd86; Lyn; Tgfb1; Btk; Havcr2; Spi1; Ccr5; Plcg2
628,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:1901222,regulation of non-canonical NF-kappaB signal transduction,NA,99,699,12,0.0223718593660065,Cd86; Tlr7; Havcr2; Spi1; Laptm5; Trem2; Rtkn2; Ago3; Pdcd4; Ank3; Litaf; App
629,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0043010,camera-type eye development,NA,375,760,27,0.0225940993124759,Atp8a2; Bmp4; Tgfb1; Tgfbr1; Bfsp2; Tgfbr2; Zeb2; Cfh; Skil; Large1; Casz1; Slc1a1; Mitf; Crybb1; Fbn2; Prickle1; Nrp1; Arhgap35; Rp1; Aldh1a1; Dscam; Rpgrip1; Maf; Rpe65; Bmpr1b; Rs1; Tmod1
630,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0031102,neuron projection regeneration,NA,66,896,11,0.023410519621372,Rtn4rl1; Gfap; Mag; Tnr; Nrg1; Rtn4; Tnc; D130043K22Rik; Epha4; Matn2; Chl1
631,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:2000636,positive regulation of primary miRNA processing,NA,2,89,2,0.0236074110593622,Bmp4; Tgfb1
632,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0071800,podosome assembly,NA,23,165,4,0.0241423076320236,Hck; Lcp1; Tns3; Bin2
633,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0031663,lipopolysaccharide-mediated signaling pathway,NA,66,906,11,0.0259671800149031,Ly86; Lyn; Tgfb1; Spi1; Plcg2; Trem2; Cd180; Ccl12; Trim30b; Trim30a; Lbp
634,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0021675,nerve development,NA,97,863,13,0.0299022133017421,Plxna4; Nav2; Large1; Kcnq3; Nrp1; Six1; Sulf2; Kcnc2; Slc24a4; Dmd; Kcna1; Ephb2; Gabrb3
635,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0006937,regulation of muscle contraction,NA,163,928,18,0.0320397199674949,Dock4; Ptgs1; Bin1; Npnt; Smad7; Pde4d; Chrm2; Tacr1; Chga; Dmd; Slc8a3; Pde4b; Casq2; Kcna1; Cald1; Fgf13; Ctnna3; Adra1a
636,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0099024,plasma membrane invagination,NA,61,359,7,0.0367034363666588,Nckap1l; Arhgap25; Plcg2; Bin2; Trem2; Elmo1; Gata2
637,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0006491,N-glycan processing,NA,17,552,5,0.0394959525367314,Man1c1; Mgat4a; Man1a2; St8sia4; Man1a
638,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:2000177,regulation of neural precursor cell proliferation,NA,128,666,13,0.040364865154892,Cx3cr1; Dct; Lyn; Tgfb1; Sirt2; Ccr5; Rapgef1; Gata2; Lims2; Sox10; Trf; Hapln2; Hapln1
639,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:2000629,negative regulation of miRNA metabolic process,NA,30,300,5,0.0414485780239113,Bmp4; Tgfb1; Tgfbr1; Lilrb4a; Pdgfb
640,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0097305,response to alcohol,NA,388,187,12,0.041867002479094,Tnfrsf11a; Fyn; Hpgd; Tgfb1; Oprm1; P2ry6; Tgfbr1; Ccr5; Itpr2; Ptk2b; Tbxas1; Tgfbr2
641,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0097106,postsynaptic density organization,NA,58,893,10,0.0419197586975639,Tmem108; Abi3; Ptk2b; Ophn1; Reln; Dlgap1; Grid2; Il1rap; Ptprd; Dlg2
642,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0030318,melanocyte differentiation,NA,26,921,7,0.0440376049531091,Zeb2; Mitf; Adamts20; Mef2c; Sox10; Adamts9; Myo5a
643,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0051145,smooth muscle cell differentiation,NA,75,548,9,0.0474165195564903,Bmp4; Tgfb1; Cfh; Npnt; Pdgfb; Eng; Pdcd4; Six1; Mef2c
644,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0006022,aminoglycan metabolic process,chondroitin sulfate metabolic process,122,932,15,0.0480011079434713,Tgfb1; Hexb; Hyal4; Hyal5; Pdgfb; B4galnt3; Hyal6; Chst3; Hs3st1; Chsy3; Spock3; Chst7; Angpt1; Tnfaip6; Xylt1
